x18,,
365.0061951,0.08571650833,
364.0735168,0.08671624959,
362.98526,0.08815167844,
362.0523376,0.08934455365,
360.9637451,0.09066850692,
360.0305481,0.09146548063,
358.9416504,0.09320628643,
358.0081787,0.09478602558,
357.074585,0.09606116265,
355.9852295,0.09775444865,
355.0513611,0.09937707335,
353.9617004,0.1009166837,
353.0275574,0.1027164608,
351.9375916,0.1045955941,
351.0032043,0.1066816673,
350.0686646,0.1080121249,
348.978241,0.1100998744,
348.043457,0.1124395281,
346.9527283,0.1146161631,
346.0177002,0.1164535657,
344.9266663,0.1189060137,
343.9913635,0.1209829673,
343.0559387,0.123578608,
341.9644775,0.1257432997,
341.0287781,0.1282366365,
339.9370117,0.1312918663,
339.0010986,0.1337340325,
338.065033,0.1365044713,
336.9728394,0.139410302,
336.0365295,0.142284438,
334.9440308,0.1450654864,
334.0074768,0.1479527503,
333.0708008,0.1512648463,
331.9778748,0.1545566022,
331.0409546,0.157270506,
329.9477234,0.1609463096,
329.0105591,0.1642233878,
328.0732727,0.1673473567,
326.9796143,0.1709526181,
326.0420837,0.1744531542,
324.9481812,0.1781152934,
324.0104065,0.1814712137,
323.0725098,0.1852639765,
321.9781494,0.1893108189,
321.0400391,0.1935786009,
319.9454041,0.197512269,
319.0070496,0.2018194646,
318.068573,0.2063751668,
316.9735413,0.2107911855,
316.0348206,0.2150510997,
314.9394836,0.2193667293,
314.0005493,0.2254944593,
313.0614624,0.2310717702,
311.9657593,0.2373441458,
311.0264587,0.2429290563,
309.930481,0.2501267791,
308.9909363,0.2566438913,
308.0513,0.2640795708,
306.9549255,0.2735719681,
306.0150452,0.2818261385,
305.0750732,0.2900461555,
303.978302,0.3030073643,
303.0381165,0.3142289221,
301.9410706,0.3288393319,
301.0006409,0.3431697488,
300.0600891,0.3562409282,
298.962677,0.3800944686,
298.0219116,0.4012016654,
296.9242249,0.427413255,
295.9832458,0.4556678534,
295.0421448,0.4823163748,
293.9440918,0.5268936753,
293.0027771,0.5787286758,
292.0613708,0.6417371035,
290.9629211,0.7174652219,
290.0213013,0.7932540774,
288.9226074,0.93706429,
287.9807434,1.084944248,
287.0388184,1.282178402,
285.9397583,1.513334155,
284.9975891,1.767440438,
284.0553284,2.209066391,
282.9559021,2.669418812,
282.0134277,3.091302395,
281.0708618,3.232541323,
279.9710693,3.454162598,
279.0282898,3.399268866,
277.9282532,3.44884944,
276.98526,3.421748161,
276.0421753,3.475905895,
274.9417725,3.427603722,
273.9985046,3.354897738,
273.0551147,3.447796822,
271.9543762,3.565279245,
271.0107727,3.518993616,
270.0670776,3.447950602,
268.9660034,3.344966412,
268.0220947,3.422216892,
267.078125,3.42244029,
265.9766846,3.368186235,
265.0325012,3.310543299,
263.9308472,3.419626236,
262.9864807,3.365200043,
262.0419922,3.473264456,
260.9400024,3.482337952,
259.9953308,3.502686501,
259.0505676,3.553893805,
257.9482422,3.44009757,
257.0032959,3.500109911,
256.0582581,3.489857197,
254.9555817,3.465077877,
254.0103455,3.532389164,
253.065033,3.493265867,
251.9620361,3.506466866,
251.0165253,3.627808094,
250.0709381,3.661433458,
248.9737854,3.705578089,
248.0336456,3.77480197,
246.9366913,3.626737356,
245.9963684,3.598970413,
245.055954,3.617500544,
243.9586945,3.725726366,
243.0180969,3.676145792,
242.0774231,3.562093735,
240.9798584,3.452292204,
240.0390015,3.22106123,
238.9412231,3.175062895,
238.0001831,3.268748999,
237.0590668,3.253848076,
235.9609833,3.361979485,
235.0196838,3.440610886,
234.0783081,3.675644398,
232.9799347,3.405767679,
232.0383759,3.598696232,
230.9398041,3.580361843,
229.9980774,3.568478823,
229.0562744,3.728455544,
227.9573975,3.694867849,
227.0154266,3.627229452,
226.0733643,3.542767763,
224.9742126,3.546545267,
224.0319824,3.498631001,
222.9326324,3.457608938,
221.9902496,3.392312527,
221.0477753,3.366764307,
219.9481354,3.300387383,
219.0055084,3.430299997,
218.0628052,3.241116524,
216.9628906,3.420145512,
216.0200348,3.284613371,
215.0770874,3.398537874,
213.9768982,3.40694952,
213.0337982,3.291431189,
211.9334259,3.227386713,
210.9901581,3.147769213,
210.0468292,3.192985058,
208.9461823,3.110856295,
208.0027008,3.112873077,
207.0591431,3.447312117,
205.9582367,3.291750908,
205.0145111,3.172264576,
204.0707397,3.406242847,
202.9695587,3.079807281,
202.0256348,3.192932367,
200.9242859,3.288794756,
199.9799652,3.184402227,

x18,
x18
Collection Time: 18/04/2024 09:21:47
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        500.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Accessory                         Cell changer
Comments
Method Log     :
Method Name    : C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method-for-SH-enzyme.MSW
Date/Time stamp: 18/04/2024 09:18:41
Method Modifications:
UVVIS SAT Changed: 19/03/2024 12:25:20, Old:0.0125, New:0.1000
Common SAT Changed: 19/03/2024 12:25:20, Old:0.0125, New:0.1000
X Start nm Changed: 19/03/2024 12:25:24, Old:  800.0, New:  400.0
Common Interval nm Changed: 19/03/2024 12:25:24, Old:     5.00, New:     0.50
Select Cells Changed: 19/03/2024 12:25:24, Old:1, New:0
Baseline Correction Changed: 19/03/2024 12:26:24, Old:0, New:1
Cell Changer Changed: 19/03/2024 12:26:24, Old:OFF, New:ON
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19.BSW
Baseline file Changed: 19/03/2024 12:27:31, Old:, New:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19.BSW
Select Cells Changed: 19/03/2024 12:27:42, Old:0, New:1
Cell2 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell3 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell4 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell5 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Cell6 Changed: 19/03/2024 12:27:42, Old:ON, New:OFF
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-20.BSW
Common Interval nm Changed: 19/03/2024 12:29:15, Old:     0.50, New:     1.00
Overlayed Graphs Changed: 19/03/2024 12:29:15, Old:1, New:0
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-21.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-22.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19-x4-pure.BSW
Opened C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19-x4-pure.BSW
Autoconvert Changed: 25/03/2024 08:13:08, Old:None, New:Ascii with Log
Baseline file Changed: 25/03/2024 08:13:35, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-19-x4-pure.BSW, New:
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG2.BSW
UVVIS SAT Changed: 25/03/2024 08:17:29, Old:0.1000, New:0.0125
Common SAT Changed: 25/03/2024 08:17:29, Old:0.1000, New:0.0125
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-200uLwater.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-400uLwater.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-600uLwater.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-800uLwater.BSW
Baseline file Changed: 25/03/2024 08:22:27, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-800uLwater.BSW, New:
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-800uLwater-against-water-baseline.BSW
UVVIS SAT Changed: 25/03/2024 08:24:12, Old:0.0125, New:0.1000
Common SAT Changed: 25/03/2024 08:24:12, Old:0.0125, New:0.1000
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-800uLwater-against-water-baseline2.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-500uLwater-5uL-x4.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-500uLwater-10uL-x4.BSW
Opened C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-500uLwater-10uL-x4.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-water-again.BSW
Baseline file Changed: 25/03/2024 09:08:20, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-water-again.BSW, New:
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-water-again.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x2.BSW
Baseline file Changed: 25/03/2024 09:15:51, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x2.BSW, New:
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x2-baseline.BSW
Opened C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x2-baseline.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x2-baseline.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x8.BSW
Opened C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-03-25-RTG1-x8.BSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method.MSW
Opened C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method.MSW
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method-for-SH-enzyme.MSW
Baseline file Changed: 18/04/2024 09:18:41, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method.MSW, New:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method-for-SH-enzyme.MSW
X Start nm Changed: 18/04/2024 09:19:19, Old:  400.0, New:  500.0
Cell1 Changed: 18/04/2024 09:19:19, Old:ON, New:OFF
Cell2 Changed: 18/04/2024 09:19:19, Old:OFF, New:ON
Baseline file Changed: 18/04/2024 09:19:32, Old:C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\RTG-method-for-SH-enzyme.MSW, New:
Saved as C:\Dokumente und Einstellungen\Cary\Eigene Dateien\Robert\2024-04-18-RTG6-t1.BSW
End Method Modifications
<Current Cell> , 2
<Current Wavelength> , 200.9

